,text,directed_at,emotion
6766,"['1st', 'session', 'designing', 'ipad', 'interfaces', 'link']",,No emotion toward brand or product
6767,"['iphone', 'app', 'control', 'mania', 'half', 'screen', 'used', 'buttons', 'filters', 'half', 'content']",iPad or iPhone App,Negative emotion
6768,"['iphone', 'apps', 'keep', 'grooving', '2011', 'link']",iPad or iPhone App,Positive emotion
6769,"['iphone', 'apps', 'keep', 'grooving', '2011', 'link', 'via']",iPad or iPhone App,Positive emotion
6770,"['everyone', 'map', 'favorite', 'places', 'austin', 'link']",,No emotion toward brand or product
6771,"['someone', 'buy', 'ipad', 'v1', 'wait', 'line', 'get', 'v2', 'tomorrow']",iPad,Positive emotion
6772,"['fuck', 'iphone', 'crapped', 'charge', 'says', 'charging', '5', 'night', 'options', 'austin']",iPhone,Negative emotion
6773,"['one', 'must', 'apps', 'survive', 'link', 'join']",iPad or iPhone App,Positive emotion
6774,"['fuzzy', 'iphone', 'picture', 'jake', 'gyllenhaal', 'duncan', 'jones', 'pictures', 'soon', 'bigdplacecom', 'link']",,No emotion toward brand or product
6775,"['one', 'say', 'free', 'music', 'someone', 'say', 'free', 'music', 'yes', 'yes', 'link']",,No emotion toward brand or product
6776,"['quotno', 'one', 'says', 'im', 'apple', 'im', 'drupal', 'tribe', 'know', 'people', 'care', 'children', 'amp', 'powerfulquot']",,No emotion toward brand or product
6777,"['iphone', 'tip', 'turn', '3g', 'get', 'good', 'servicedata']",,No emotion toward brand or product
6778,"['found', 'iphone', 'ballroom', 'volunteer', 'door']",,No emotion toward brand or product
6779,"['got', 'one', 'rt', 'waiting', 'line', 'apple', 'store', 'check', 'might', 'find', 'new', 'item', 'link']",,No emotion toward brand or product
6780,"['phones', 'around', 'blackberry', 'iphone', 'android', 'distant', 'third']",,No emotion toward brand or product
6781,"['tip', 'conference', 'goers', 'everywhere', 'bring', 'ipad', 'leave', 'laptop', 'hotel', 'ive', 'battery', 'sore', 'shoulder', 'week']",iPad,Positive emotion
6782,"['free', '22', 'song', 'itunes', 'playlist', 'many', 'others', 'link']",,No emotion toward brand or product
6783,"['amusing', 'long', 'lines', 'temp', 'apple', 'store', 'starbu', 'cks', 'acrosse', 'street', 'people', 'seem', 'unpack']",Apple,Positive emotion
6784,"['6th', 'congress', 'scarborough', 'bldg', 'rt', 'temporary', 'apple', 'store', 'setup']",,No emotion toward brand or product
6785,"['6th', 'congress', 'dude', 'creatively', 'saving', 'ipad', '2', 'wwwsocialmediabumtumblrcom', 'link']",iPad,Positive emotion
6786,"['googles', 'disavowal', 'planned', 'launch']",Google,No emotion toward brand or product
6787,"['one', 'left', 'ipad', '1']",,No emotion toward brand or product
6788,"['connect', 'rt', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link']",,No emotion toward brand or product
6789,"['guy', 'front', 'apple', 'store', 'austin', 'reading', 'bible', 'wondering', 'someone', 'would', 'give', 'ipad', 'bible', 'app']",,No emotion toward brand or product
6790,"['awesome', 'conversations', 'networking', 'line', 'apple', 'store']",Apple,Positive emotion
6791,"['ipad', 'big', 'rt', 'takeaway', 'mobile', 'absolutely', 'necessary', 'brand', 'relevancy', 'link']",,No emotion toward brand or product
6792,"['tons', 'good', 'music', 'free', 'sampler', 'via', 'link']",,No emotion toward brand or product
6793,"['good', 'newsgoogles', 'route', 'around', 'traffic', 'function', 'saves', 'users', '2', 'years', 'every', 'dayfrom', 'marissa', 'mayer', 'via']",Google,Positive emotion
6794,"['many', 'good', 'places', 'rt', 'youre', 'racing', 'around', 'best', 'fueling', 'great', 'local', 'fare', 'link']",,No emotion toward brand or product
6795,"['social', 'proof', 'powerful', 'marketing', 'motivator', 'see', 'white', 'earbud', 'headphones', 'cables', 'know', 'apple']",Apple,Positive emotion
6796,"['hotpot', 'next']",,No emotion toward brand or product
6797,"['apple', 'google', 'zappos', 'corporations', 'always', 'founded', 'different', 'important', 'ideas']",,No emotion toward brand or product
6799,"['google', 'circles', 'link']",,No emotion toward brand or product
6800,"['google', 'circles', '���', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link']",,No emotion toward brand or product
6801,"['hacker', 'party', 'good', 'times']",,No emotion toward brand or product
6802,"['demo', 'google', 'hotpot', 'panel', 'still', 'pull', 'search', 'personalized', 'yet', 'serendipitous']",,No emotion toward brand or product
6803,"['google', 'image', 'search', 'jayden', 'boy', 'recognized', 'man', 'nikon', 'camera', 'commercials']",,No emotion toward brand or product
6805,"['40', 'maps', 'usage', 'mobile', 'devices', 'said', 'link', 'via']",,No emotion toward brand or product
6806,"['buzz', 'google', 'google', 'circles', 'social', 'media', 'shakedown', 'brewing', 'anything', 'go', 'hear', 'head', 'heart']",,No emotion toward brand or product
6807,"['many', 'google', 'products', 'isnt', 'time', 'transition', 'chain', 'features', 'features', 'product']",Other Google product or service,Positive emotion
6808,"['20', 'searches', 'local', 'information']",,No emotion toward brand or product
6809,"['link', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'networking', 'back', 'basics']",,No emotion toward brand or product
6810,"['damn', 'google', 'glowinthedark', 'cup', 'leaked', 'glowinthedark', 'goo', 'camera', 'bag']",Google,Negative emotion
6811,"['leaving', 'googles', 'marissa', 'mayer', 'keynote', 'interesting', 'details', 'user', 'adoption', 'locationaware', 'services']",Google,Positive emotion
6812,"['rt', 'hit', 'adoption', 'tipping', 'pointlow', 'chance', 'successquot', 'google', '2', 'launch', 'new', 'social', 'network', 'called']",,No emotion toward brand or product
6813,"['jqtouch', 'looks', 'amazing', 'apple', 'theme', 'makes', 'web', 'pages', 'look', 'like', 'native', 'iphone', 'apps']",iPad or iPhone App,Positive emotion
6814,"['looks', 'stupid', 'take', 'pix', 'ipad', '2', 'believe', 'guys']",iPad,Negative emotion
6815,"['cool', 'apps', 'coming', 'making', 'miss', 'iphone', '4', 'big', 'way']",iPad or iPhone App,Positive emotion
6816,"['kind', 'cool', 'someone', 'trying', 'screen', 'mirroring', 'ipad', 'via', 'camera', 'hdmi', 'cable', 'gents']",iPad,Positive emotion
6817,"['cool', 'rt', 'coolest', 'ipad', 'case', 'ever', 'etchasketch', 'link', 'via']",,Positive emotion
6818,"['line', 'pop', 'apple', 'store', 'austin', 'first', 'person', '6', 'amthey', 'wait', '5', 'pm', 'link']",Apple,No emotion toward brand or product
6819,"['apples', 'pop', 'shop', 'lavaca', '6th', 'yes', 'line', 'wraps', 'around', 'block', 'apple', 'store', 'sxsw', 'link']",,No emotion toward brand or product
6820,"['apples', 'pop', 'store', 'austin', 'took', 'shape', 'week', 'thats', 'call', 'popup']",,No emotion toward brand or product
6821,"['apples', 'pop', 'store', 'sixth', 'street', 'still', 'giant', 'line', 'front', 'people', 'waiting', 'ipad', '2']",,No emotion toward brand or product
6822,"['popup', 'apple', 'store', 'popup', 'bar', 'called']",,No emotion toward brand or product
6823,"['apples', 'popup', 'store', 'day', 'ipad2', 'release', 'could', 'genius', 'move', 'marketing', 'history']",Apple,Positive emotion
6824,"['apples', 'popup', 'store', 'like', 'girl', 'scouts', 'planting', 'next', 'bank', 'atms', 'cah', 'money']",Apple,Positive emotion
6825,"['apples', 'popup', 'store', 'plans', 'austin', 'link']",Apple,Positive emotion
6826,"['apple', 'open', 'pop', 'temporary', 'store', 'ipad', '2', 'launch', 'link', 'via']",,No emotion toward brand or product
6827,"['apple', 'open', 'quotpopupquot', 'guerrilla', 'store', '6th', 'congress', 'austin', 'wonder', 'theyre', 'selling', 'link']",,No emotion toward brand or product
6828,"['apple', 'open', 'popup', 'store', 'wannabehipsters', 'feel', 'home', 'near', 'fav', 'store', 'link']",Apple,Positive emotion
6829,"['apple', 'open', 'popup', 'store', 'downtown', 'austin', '1st', 'floor', 'bldg', '6th', 'amp', 'congress', 'ipad', '2', 'launch']",,No emotion toward brand or product
6830,"['apple', 'open', 'ipad2', 'popup', 'shop', 'core', 'sxsw', 'action', 'brilliant', 'bring', 'hot', 'shiny', 'new', 'toy', 'peeps', 'link']",iPad,Positive emotion
6831,"['apple', 'open', 'popup', 'shop', '6th', 'congress', 'ipad2', 'launch', 'day', 'link']",,No emotion toward brand or product
6832,"['apple', 'open', 'popup', 'shop', 'report', 'link']",,No emotion toward brand or product
6833,"['apple', 'open', 'popup', 'shop', 'link']",,No emotion toward brand or product
6834,"['apple', 'open', 'popup', 'shop', 'sxsw', 'report', 'link']",,No emotion toward brand or product
6835,"['apple', 'open', 'popup', 'shop', 'sxsw', 'report', 'link']",,No emotion toward brand or product
6836,"['apple', 'open', 'popup', 'shop', 'austin', 'ipad', '2', 'release', 'link']",,No emotion toward brand or product
6837,"['apple', 'open', 'popup', 'shop', 'austin', 'sxsw', 'ipad', '2', 'release', 'link', 'via']",,No emotion toward brand or product
6838,"['apple', 'open', 'popup', 'shop', 'austin', 'sxsw', 'ipad', '2', 'release', 'link']",,No emotion toward brand or product
6839,"['apple', 'open', 'popup', 'store', 'ipad', 'launch', 'genius', 'bastards', 'link']",Apple,Positive emotion
6840,"['apple', 'open', 'temporary', 'store', 'link']",,No emotion toward brand or product
6841,"['apple', 'open', 'temporary', 'store', 'sxsw', 'tipb', 'link', 'via']",,No emotion toward brand or product
6842,"['apple', 'open', 'temporary', 'store', '6th', 'congress', 'link']",,No emotion toward brand or product
6843,"['apple', 'open', 'temporary', 'store', 'interesting', 'link']",,No emotion toward brand or product
6844,"['apple', 'opening', 'new', 'store', 'downtown', 'austin', 'friday', 'make', 'sure', 'everyone', 'buy', 'new', 'ipad', '2', 'link']",,No emotion toward brand or product
6845,"['apple', 'opening', 'popup', 'store', 'austin', 'link']",,No emotion toward brand or product
6846,"['apple', 'opening', 'popup', 'store', 'austin', 'link']",,No emotion toward brand or product
6847,"['apple', 'opening', 'popup', 'store', 'austin', 'link', 'via']",,No emotion toward brand or product
6848,"['apple', 'opening', 'popup', 'store', 'austin', 'sxsw', 'link']",,No emotion toward brand or product
6849,"['apple', 'opening', 'temporary', 'store', 'austin', 'people', 'obviously', 'want', 'shell', '1500', 'macbook', 'visiting', 'austin']",Apple,Negative emotion
6850,"['apple', 'opening', 'temporary', 'store', 'austin', 'people', 'obviously', 'want', 'shell', '1500', 'macbook']",Apple,Negative emotion
6851,"['apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'march', '11', 'accommodate', 'attendees', 'god', 'fucking', 'smart']",Apple,Positive emotion
6852,"['apple', 'opening', 'temp', 'retail', 'store', 'austin', 'sell', 'ipads', 'attendees', 'tempted']",Apple,Positive emotion
6853,"['apple', 'opening', 'temporary', 'store', 'close', 'sell', 'get', 'influencers', 'concept', 'link']",Apple,Positive emotion
6854,"['apple', 'opening', 'popup', 'store', 'downtown', 'austin', 'ipod', '2', 'launch', 'link']",,No emotion toward brand or product
6855,"['apple', 'opening', 'temp', 'store', 'austin', 'link', 'via']",,No emotion toward brand or product
6856,"['apple', 'opening', 'temp', 'store', 'austin', 'link', 'via']",,No emotion toward brand or product
6857,"['apple', 'opening', 'temp', 'store', 'austin', 'link', 'via']",,No emotion toward brand or product
6858,"['apple', 'opening', 'temporary', 'store', 'downtown', 'amp', 'ipad', '2', 'launch', 'link']",,No emotion toward brand or product
6859,"['apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'link', 'ipad', '2', 'anyone']",,No emotion toward brand or product
6860,"['apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'amp', 'ipad', '2', 'launch', 'link', 'source', 'statesmancom']",,No emotion toward brand or product
6861,"['apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link', 'cc']",,No emotion toward brand or product
6862,"['apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link']",,No emotion toward brand or product
6863,"['apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'bitlyg03mzb']",,No emotion toward brand or product
6864,"['apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'bitlyg03mzb', 'cc']",,No emotion toward brand or product
6865,"['apple', 'opening', 'temporary', 'store', 'conference', 'ipad', '2', 'launch', 'might', 'make', 'stop']",iPad,Positive emotion
6866,"['web', 'developers', 'haven�۪t', 'tried', 'new', 'relic', 'sign', 'enter', 'win', 'ipad', '2', 'come', 'booth', '13', 'link']",,No emotion toward brand or product
6867,"['agency', 'people', 'queue', 'pop', 'ipad', 'store', 'link']",,No emotion toward brand or product
6868,"['people', 'insist', 'sharing', 'footage', 'japanese', 'tragedy', 'think', 'people', 'know', 'google']",,No emotion toward brand or product
6869,"['people', 'back', 'home', 'seems', 'putting', 'together', 'popup', 'apple', 'store', 'people', 'get', 'ipad2', 'today']",iPad,Positive emotion
6870,"['mayer', 'people', 'drive', '12bn', 'miles', 'year', 'using', 'google', 'maps', 'navigation', 'whither', 'sat', 'nav']",,No emotion toward brand or product
6871,"['link', 'people', 'waiting', 'new', 'ipad', 'outside', 'apples', 'temporary', 'store', '6th', 'street', 'doors', 'open', '5pm']",,No emotion toward brand or product
6872,"['google', 'dropped', 'real', 'estate', 'search', 'bc', 'right', 'theyd', 'need', 'invest', 'much', 'theyre', 'willing', 'moment']",Google,Negative emotion
6873,"['apples', 'popup', 'store', 'detail', 'belies', 'short', '2', 'wk', 'lifespan', 'link', 'link']",,No emotion toward brand or product
6874,"['line', 'popup', 'apple', 'store', '6th', 'amp', 'congress', 'still', 'block', 'long']",,No emotion toward brand or product
6875,"['waiting', 'appearance', 'apple', 'store', 'cmon']",,No emotion toward brand or product
6876,"['packing', 'ipad', 'iphone', 'blackberry', 'laptop', 'video', 'camera', 'need', 'stylish', 'beltclipgadgetholster', 'oxymoron']",,No emotion toward brand or product
6877,"['packing', 'need', 'geekbatman', 'like', 'utility', 'belt', 'gadgets', 'iphone', 'ipad', 'mba', 'apple', 'tv', 'overdrive', 'hotspot', 'headphones', 'etc']",,No emotion toward brand or product
6878,"['packing', 'literally', 'going', 'w', '2', 'tshirts', 'ipad', 'dont', 'plan', 'much', 'enjoying', 'sun', 'amp', 'conversing', 'dorks']",,No emotion toward brand or product
6879,"['packing', 'macbook', 'ipad', 'ahhh', 'cant', 'decide']",iPad,Positive emotion
6880,"['waiting', 'session', 'start', 'touching', 'stories', 'designing', 'digital', 'magazines', 'ipad']",,No emotion toward brand or product
6881,"['looking', 'cool', 'new', 'twitter', 'app', 'track', 'action', 'week', 'check', 'link']",,No emotion toward brand or product
6882,"['waiting', 'ipad', '2', 'day', 'link']",,No emotion toward brand or product
6883,"['looking', 'iphone', 'app', 'manages', 'multiple', 'accounts', 'allowing', 'select', 'follow', 'lists', 'suggestions']",,No emotion toward brand or product
6884,"['looking', 'iphone', 'battery', 'solution', 'next', 'week', 'suggestions']",,No emotion toward brand or product
6885,"['rumor', 'longer', 'apple', 'open', 'pop', 'store', 'congress', 'ipad2', 'launch', 'link']",,No emotion toward brand or product
6886,"['anyone', 'heading', 'androidiphone', 'install', 'quotcab4mequot', 'link']",,No emotion toward brand or product
6887,"['waiting', 'bestie', 'come', 'popup', 'store', 'ipad', '2s']",iPad,Positive emotion
6888,"['sxsw', 'go', 'blackberry', 'windows', 'phone', '7', 'sxsw', 'go', 'available', 'iphone', 'ipad', 'andro', 'link']",,No emotion toward brand or product
6889,"['sxsw', 'go', 'blackberry', 'windows', 'phone', '7', 'sxsw', 'go', 'available', 'iphone', 'ipad', 'android', 'blackberr', 'link']",,No emotion toward brand or product
6890,"['waiting', 'google', 'keynote', 'start']",,No emotion toward brand or product
6891,"['nyt', 'app', 'ipad', 'quotheres', 'amazing', 'way', 'serve', 'readershipquot', 'quotheres', 'market', 'opportunity', 'cant', 'ignorequot']",iPad or iPhone App,Negative emotion
6892,"['like', 'ipad', '2', 'line', 'could', 'sell', 'space', 'exercise', 'class', '900']",,No emotion toward brand or product
6893,"['perfect', 'session', 'google', 'recipes', 'search', 'among', 'things']",Google,Positive emotion
6894,"['rumor', 'mill', 'ipad', '3', '6', '15', 'cameras', 'slightly', 'thinner', 'rare', 'earths', 'case', 'quotdifferentquot', 'still', 'smudgy', 'screen']",iPad,No emotion toward brand or product
6895,"['looking', 'techmobile', 'bloggers', 'amp', 'others', 'join', 'ipad', '2', 'panelist', 'line', 'tues', '330', 'lmk']",,No emotion toward brand or product
6896,"['looking', 'best', 'disc', 'created', 'winner', 'gets', 'ipad', '2']",,No emotion toward brand or product
6897,"['looking', 'best', 'iphone', 'app', 'hail', 'cab', 'austin', 'free', 'possible']",,No emotion toward brand or product
6898,"['line', 'google', 'bing', 'pagerank', 'session', 'hope', 'theres', 'smack', 'hilton', 'salon', 'j', 'w', '44', 'others', 'link']",,No emotion toward brand or product
6899,"['details', 'ipad', '2', 'giveaway', 'coming', 'tonight', 'rt']",,No emotion toward brand or product
6900,"['line', 'ipad2', 'apple', 'hype', 'team', 'made', 'highfive', 'run']",iPad,Positive emotion
6901,"['waiting', 'video', 'rt', 'pic', 'ipadwinning', 'performance', 'link']",,No emotion toward brand or product
6902,"['���viagra', 'communications�۪', 'launches', 'android', 'app', 'link', 'happy', 'see', 'expansion', 'beyond', 'outlook', 'plugin']",Android App,Positive emotion
6903,"['die', 'antwoord', 'awesome', 'umshini', 'wam', 'korine', 'parks', 'night', 'fishing', 'amazing', 'especially', 'shot', 'iphone', '4']",iPhone,Positive emotion
6904,"['quotbefore', 'even', 'begins', 'apple', 'wins', 'apple', 'setup', 'temporary', 'store', 'austin', 'ipad', '2', 'launch', 'march', '11th', 'link']",Apple,Positive emotion
6905,"['even', 'begins', 'wins', 'link']",Apple,Positive emotion
6906,"['even', 'begins', 'wins', 'past', 'week', 'theres', 'major', 'dilemma', 'link']",Apple,Positive emotion
6907,"['even', 'begins', 'apple', 'wins', 'link']",Apple,Positive emotion
6908,"['hooray', 'long', 'lines', 'rt', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'amp', 'ipad', '2', 'launch', 'link']",Apple,Positive emotion
6909,"['pop', 'stores', 'r', 'popping', 'everywhere', 'rt', 'confirmed', 'apple', 'store', '2', 'week', 'popup', 'austin', '4', 'no��', 'cont', 'link']",,No emotion toward brand or product
6910,"['que', 'porque', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link']",,No emotion toward brand or product
6911,"['worried', 'guy', 'stated', 'w', 'quotppl', 'spend', 'lot', 'time', 'insidequot', 'google', 'help', 'navigate', 'indoor', 'spaces']",,No emotion toward brand or product
6912,"['need', 'support', 'private', 'content', 'rt', 'discussing', 'pubsubhubbub', 'link']",,No emotion toward brand or product
6913,"['looking', 'forward', 'delicious', 'tmobile', '4g', 'austin', 'iphone', 'users', 'struggle', 'anything']",iPhone,Negative emotion
6914,"['looking', 'forward', 'hearing', 'googles', 'present', 'today']",Google,Positive emotion
6915,"['looking', 'forward', 'hearing', 'lynn', 'teo', 'tell', 'nice', 'things', 'probably', 'already', 'know', 'ipad', 'navigation']",iPad,Positive emotion
6916,"['looking', 'forward', 'j', 'roddy', 'walston', 'amp', 'business', 'google', 'party', 'heres', 'vid', 'link']",,No emotion toward brand or product
6917,"['looking', 'forward', 'learning']",iPad,Positive emotion
6918,"['looking', 'forward', 'seeing', 'ipad', '2', 'site', 'alphagraphics', 'bought', '1', 'laser', 'prints', '1986', 'scarborough', 'building']",iPad,Positive emotion
6919,"['looking', 'forward', 'day', 'release', 'native', 'android', '30', 'tabletoptimized', 'clients', 'google', 'latitude', 'sucks']",Other Google product or service,Negative emotion
6920,"['looking', 'forward', 'iphone', 'android', 'design', 'sessions', 'cant', 'wait', 'drink', 'give', 'away', 'stuff', 'get', 'paid']",iPhone,Positive emotion
6921,"['looking', 'forward', 'visiting', 'store', 'come', 'congress', 'ave', 'sell', 'ipad']",Apple,Positive emotion
6922,"['live', 'photos', 'apple', 'store', '10x2', 'link']",,No emotion toward brand or product
6923,"['hey', 'tweegosgoogle', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link']",,No emotion toward brand or product
6924,"['google', 'close', 'launching', 'new', 'social', 'network', 'circles', 'link']",,No emotion toward brand or product
6925,"['microsoft', 'google', 'ripping', 'us', 'link', 'joomla', 'wannabe', 'logo', 'link']",Google,Negative emotion
6926,"['new', 'blogpost', 'google', 'announces', '60', 'checkins', 'austin', 'texas', 'link', 'icnnreport', 'post', 'link']",,No emotion toward brand or product
6927,"['posts', 'making', 'jealous', 'btw', 'auto', 'corrects', 'asss', 'ipad', 'joke', 'check']",iPad,No emotion toward brand or product
6928,"['ipad', 'game', 'changer', 'new', 'game', 'multiplicity', 'options', 'either', 'someone', 'pay', 'content']",iPad,No emotion toward brand or product
6929,"['finally', 'got', 'new', 'iphone', '4', 'tweet', 'phone', 'time', 'gah', 'torture']",iPhone,Positive emotion
6930,"['want', '2', 'b', 'spending', 'time', 'apple', 'store', 'w', '2', 'others', 'link']",,No emotion toward brand or product
6932,"['got', 'real', 'apple', 'store', 'link']",,No emotion toward brand or product
6933,"['sad', 'im', '���', 'head', 'link', '1pm', 'cst', 'today', 'win', 'vip', 'access', 'acoustic', 'solo', 'set']",,No emotion toward brand or product
6934,"['true', 'true���', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link']",,No emotion toward brand or product
6935,"['jenny', 'got', 'number']",,No emotion toward brand or product
6936,"['come', 'quot', 'google', 'party', 'gsdampm', 'badge', 'gets', 'u', 'free', 'food', 'drinks', 'music', 'big', 'place', 'line', 'great', 'party', 'comequot']",Google,Positive emotion
6937,"['panel', 'quotipad', '2', 'vs', 'android', 'vs', 'worldquot', 'met', 'link']",,No emotion toward brand or product
6938,"['apple', 'quotpops', 'upquot', 'store', 'sxsw', 'event', 'link', 'via']",,No emotion toward brand or product
6939,"['link', 'another', 'example', 'marketing', 'beast']",,No emotion toward brand or product
6940,"['yea', 'another', 'google', 'product', 'isnt', 'available', 'google', 'apps', 'yet', 'google', 'hotpot']",Other Google product or service,Negative emotion
6941,"['quotno', 'reason', 'apples', 'continued', 'survival', 'existence', 'godquot']",Apple,Negative emotion
6942,"['google', 'photo', 'booth', 'six', 'lounge', 'check', 'link']",,Positive emotion
6943,"['hotpot', 'rt', 'google', 'places', 'hotpot', 'personalized', 'quotfriendquot', 'recommendations', 'pulled', 'facebook']",,No emotion toward brand or product
6944,"['folks', 'taking', 'notes', 'ipad', 'sure', 'download', 'dan', 'bricklins', 'app', 'notetaker', 'really', 'sweet', 'thanks']",iPad or iPhone App,Positive emotion
6945,"['helping', 'clean', 'organize', 'newscontent', 'great', 'job', 'owners']",iPad or iPhone App,Positive emotion
6946,"['guys', 'like', 'presentation', 'wan', 'na', 'try', 'filmaster', 'iphone']",iPhone,Positive emotion
6947,"['twitter', 'failed', 'last', 'time', 'force', 'chokes', 'iphone']",iPhone,Negative emotion
6948,"['hey', 'lucky', 'ducks', 'headed', 'want', 'win', 'ipad', 'client', 'giving', 'one', 'away', 'details', 'link']",,No emotion toward brand or product
6949,"['case', 'missed', 'news', 'coverage', 'featured', 'todays', 'fast', 'company', 'link']",,No emotion toward brand or product
6950,"['i28', 'want', 'blood', 'got', 'link', 'codes', 'valid', '800115959p', '031311']",,No emotion toward brand or product
6951,"['hey', 'youre', 'check', 'pals', 'theyre', 'crucial', 'dudesjust', 'fuckin', 'google', 'see', 'theyre', 'playing', 'whatever']",,No emotion toward brand or product
6952,"['ouch', 'looks', 'like', 'might', 'able', 'grab', 'one', 'temp', 'apple', 'store']",iPad,Positive emotion
6953,"['missed', 'catch', 'web', '20', 'touching', 'stories', 'designing', 'digital', 'magazines', 'ipad', 'link']",,No emotion toward brand or product
6955,"['glad', 'brought', 'pc', 'clearly', 'cool', 'environment', 'may', 'walk', 'around', 'ipad']",iPad,Positive emotion
6956,"['thought', 'people', 'spent', 'lot', 'time', 'staring', 'iphone', 'last', 'year', 'wait']",,No emotion toward brand or product
6957,"['havent', 'bought', '2', 'yet', 'going', 'check', 'apples', 'popup', 'store', 'link']",,No emotion toward brand or product
6958,"['life', 'would', 'much', 'better', 'ipad']",iPad,Positive emotion
6959,"['google', 'doodle']",,No emotion toward brand or product
6960,"['alarms', 'go', 'allow', 'users', 'generate', 'content', 'says', 'googles', 'richard', 'salgado']",,No emotion toward brand or product
6961,"['go', 'without', 'saying', 'google', 'bread', 'going', 'amazing']",Google,Positive emotion
6962,"['privacy', 'could', 'headline', 'google', 'circles', 'social', 'network', 'reveal', 'later', 'today', 'social', 'networks', 'link']",,No emotion toward brand or product
6963,"['could', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link', 'remake', 'wave']",,No emotion toward brand or product
6965,"['apple', 'announces', 'popup', 'store', 'see', 'take', 'future', 'popup', 'stores', 'link']",,No emotion toward brand or product
6966,"['already', 'found', 'song', 'thanks', 'quotiphone', 'blackberry', 'iphone', 'blackberry', 'iphone', 'blackberry', 'iphone', 'blackberryquot']",,No emotion toward brand or product
6967,"['gowalla', 'founder', 'started', 'sketches', 'passport', 'stamps', 'would', 'look', 'like', 'newly', 'released', 'iphone']",,No emotion toward brand or product
6968,"['tip', 'hashtag', 'search', 'throttled', 'dumb', '420', 'errors', 'use', 'google', 'eg', 'link']",,No emotion toward brand or product
6969,"['android', 'amp', 'iphone', 'app', 'launches', 'also', 'keep', 'handy', 'lil', 'device', 'updated', 'wevent', 'info', 'link']",iPad or iPhone App,Positive emotion
6970,"['promote', 'film', 'band', 'app', 'iphone', 'game', 'link', 'shout']",,No emotion toward brand or product
6971,"['half', 'hour', 'first', 'mention', 'ipad', 'microsoft', 'speakers']",,No emotion toward brand or product
6972,"['word', 'motherboard', 'rt', 'youll', 'want', 'iphone', 'apps', 'youre', 'heading', 'today', '10', 'hot', 'ones', 'link']",iPad or iPhone App,Positive emotion
6973,"['show', 'mustache', 'monocle']",,No emotion toward brand or product
6974,"['phones', 'staying', 'charged', 'crappy', 'would', 'never', 'handle', 'rt', 'sleep', 'crazyfest']",iPhone,Negative emotion
6975,"['social', 'calendar', 'app', 'rolled', 'special', 'functionality', 'iphone', 'android', 'link']",,Positive emotion
6976,"['four', 'south', 'africans', 'capped', '35hour', 'plane', 'trip', 'ninehour', 'wait', 'ipad', 'linelink']",iPad,Positive emotion
6977,"['ipad', 'design', 'talk']",,No emotion toward brand or product
6978,"['part', 'journalsim', 'support', 'democracy', 'yes', 'informed', 'populous', 'yes', 'ipad', 'focus', 'support']",iPad,Negative emotion
6979,"['curious', 'circle', 'rumored', 'new', 'take', 'next', 'social', 'network', 'stay', 'tuned', 'news']",,No emotion toward brand or product
6980,"['jealous', 'see', 'people', 'ipad', '2', 'take', 'photos']",iPad,Positive emotion
6981,"['checking', 'designing', 'ipad', 'interfaces', 'new', 'navigation', 'schemas', 'sxsw', 'link']",,No emotion toward brand or product
6982,"['checking', 'iphone', 'app', 'finding', 'car', 'service']",,No emotion toward brand or product
6983,"['checkingout', 'designing', 'android', 'session', 'sxsw']",,No emotion toward brand or product
6984,"['checking', 'googles', 'keynote', 'wisconsin']",,Positive emotion
6985,"['checking', 'ipad', '2', 'popup', 'store', 'apple', 'store', 'sxsw', 'w', '17', 'others', 'link']",iPad,Positive emotion
6986,"['checking', 'ipad', 'design', 'headaches', 'schedulesxswcomeventseventiap5507']",,No emotion toward brand or product
6987,"['checking', 'ipad', 'design', 'headaches', '2', 'tablets', 'call', 'morning', 'link']",,Negative emotion
6988,"['checking', 'ipad', 'design', 'headaches', 'author', 'josh', 'clark']",,No emotion toward brand or product
6990,"['pen', 'ink', 'iphone', 'next', 'week']",iPhone,Positive emotion
6991,"['checking', 'poked', 'liked', 'amp', 'retweeted', 'google', 'love', 'story', 'sxsw']",,No emotion toward brand or product
