,text,directed_at,emotion
6022,"['rt', 'line', 'popup', 'appl', 'store', '6th', 'amp', 'congress', 'still', 'block', 'long', 'fuck', 'californian']",,No emotion toward brand or product
6023,"['rt', 'line', 'ipad', '2', 'longer', 'today', 'yesterday', 'get', 'line', 'today', 'fun']",,No emotion toward brand or product
6024,"['rt', 'line', 'sourc', 'code', 'even', 'longer', 'ipad', '2', 'take', 'appl']",Apple,Negative emotion
6025,"['rt', 'line', 'wrap', 'around', 'block', 'ipad', '2', 'second', 'day', 'link']",,Positive emotion
6026,"['rt', 'line', 'ppl', 'around', 'block', 'parti', 'appl', 'store', 'insan', 'link']",Apple,Positive emotion
6027,"['rt', 'listen', 'discus', 'new', 'interact', 'paradigm', 'design', 'ipad']",,No emotion toward brand or product
6028,"['rt', 'listen', 'marissa', 'meyer', 'head', 'googl', 'social', 'get', 'grill', 'jc', 'penney', 'lol']",,No emotion toward brand or product
6029,"['rt', 'live', 'sxsw', 'mobil', 'access', 'session', 'room', '8a', 'surpris', 'guest', 'charl', 'chen', 'answer', 'question', 'android', 'access']",,No emotion toward brand or product
6030,"['rt', 'livetapp', 'raffl', 'ipad', '2', 'checkin', 'tweet', 'sxsw', 'show', 'youll', 'enter', 'win']",,No emotion toward brand or product
6031,"['rt', 'locat', 'locat', 'locat', 'link', 'via']",,No emotion toward brand or product
6032,"['rt', 'locat', 'locat', 'locat', 'link', 'via']",,No emotion toward brand or product
6033,"['rt', 'locat', 'locat', 'locat', 'listen', 'melissa', 'mayer', 'googl']",,No emotion toward brand or product
6034,"['rt', 'lone', 'planet', 'releas', 'free', 'austin', 'citi', 'guid', 'iphon', 'app', 'like', 'arent', 'enough', 'app', 'clutter', 'handset']",iPad or iPhone App,Negative emotion
6035,"['rt', 'lone', 'planet', 'free', 'guid', 'austin', 'link', 'iphon']",,No emotion toward brand or product
6036,"['rt', 'longest', 'line', 'appl', 'store', 'cours', 'link']",,No emotion toward brand or product
6037,"['rt', 'look', 'everyon', 'zomg', 'got', 'ipad', '2', 'first', 'day', 'link']",iPad,Positive emotion
6038,"['rt', 'look', 'sxsw', 'im', 'beard', 'guy', 'plaid', 'iphon']",,No emotion toward brand or product
6039,"['rt', 'look', 'cool', 'new', 'twitter', 'app', 'track', 'action', 'week', 'check', 'link']",iPad or iPhone App,Positive emotion
6040,"['rt', 'look', 'techmobil', 'blogger', 'amp', 'other', 'join', 'ipad', '2', 'panelist', 'line', 'tue', '330', 'lmk']",,No emotion toward brand or product
6041,"['rt', 'look', 'fwd', 'ipad', 'dj', 'dark', 'parti', 'tonight', 'great', 'first', 'day', 'link']",iPad,Positive emotion
6042,"['rt', 'look', 'like', 'googl', 'public', 'deni', 'quotcirclesquot', 'present', 'today']",,No emotion toward brand or product
6043,"['rt', 'look', 'like', 'fun', 'session', 'quotmistak', 'made', 'build', 'nextflix', 'iphonequot', 'link']",iPad or iPhone App,Positive emotion
6044,"['rt', 'look', 'interest', 'rt', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link']",Google,Positive emotion
6045,"['rt', 'lot', 'chatter', 'around', 'googl', 'new', 'social', 'network', 'circl', 'kek']",,No emotion toward brand or product
6046,"['rt', 'lot', 'telecommut', 'amp', 'cowork', 'room', 'ppl', 'use', 'skype', 'amp', 'googl', 'doc', 'lot']",,No emotion toward brand or product
6047,"['rt', 'love', 'quotappl', 'come', 'cool', 'technolog', 'one', 'ever', 'heard', 'dont', 'go', 'conferencesquot']",Apple,Positive emotion
6048,"['rt', 'love', 'quotappl', 'come', 'cool', 'technolog', 'one', 'ever', 'heard', 'link']",Apple,Positive emotion
6049,"['rt', 'love', 'quotappl', 'come', 'cool', 'technolog', 'one', 'ever', 'heard', 'dont', 'go', 'conferencesquot']",Apple,Positive emotion
6050,"['rt', 'love', 'quotappl', 'come', 'cool', 'technolog', 'one', 'ever', 'heard', 'dont', 'go', 'conferencesquot']",Apple,Positive emotion
6051,"['rt', 'love', 'set', 'popup', 'store', '6th', 'amp', 'congress', 'deal', 'mass', 'geek', 'influx', 'ipad2', 'releas']",iPad,Positive emotion
6052,"['rt', 'machin', 'extens', 'eg', 'googl', 'goggl']",,No emotion toward brand or product
6053,"['rt', 'make', 'sure', 'stop', 'smilebooth', 'rt', 'amp', 'industri', 'parti', 'hous']",,No emotion toward brand or product
6054,"['rt', 'make', 'sure', 'donat', 'japanes', 'red', 'cross', 'link', 'thank']",,No emotion toward brand or product
6055,"['rt', 'man', 'googl', 'launch', 'circl', 'talk', 'strike', 'iron', 'hot']",Google,Positive emotion
6056,"['rt', 'marc', 'ecko', 'launch', 'app', 'autodi', 'polit', 'chang', 'link']",,Positive emotion
6057,"['rt', 'march', '11', 'austin', 'tx', 'peopl', 'line', 'registr', 'appl', 'store']",,No emotion toward brand or product
6058,"['rt', 'marissa', 'mayer', 'talk', 'futur', 'googl', 'map', 'discus', 'hotpot', 'answer', 'locationbas', 'rate', 'recommend', 'kek']",,No emotion toward brand or product
6059,"['rt', 'marissa', 'mayer', 'connect', 'digit', 'amp', 'physic', 'world', 'mobil', 'link']",,No emotion toward brand or product
6060,"['rt', 'marissa', 'mayer', '40', 'googl', 'map', 'usag', 'mobil', '150', 'million', 'mobile��us', 'link']",,No emotion toward brand or product
6061,"['rt', 'marissa', 'mayer', 'googl', 'connect', 'digit', 'amp', 'physic', 'world', 'mobil', 'link']",Google,Positive emotion
6062,"['rt', 'marissa', 'mayer', 'googl', 'connect', 'digit', 'amp', 'physic', 'world', 'mobil', 'link']",Google,Positive emotion
6063,"['rt', 'marissa', 'mayer', 'googl', 'connect', 'digit', 'amp', 'physic', 'world', 'mobil', 'link']",,No emotion toward brand or product
6064,"['rt', 'marissa', 'mayer', 'googl', 'connect', 'digit', 'amp', 'physic', 'world', 'mobil', 'link']",,No emotion toward brand or product
6065,"['rt', 'marissa', 'mayer', 'googl', 'connect', 'digit', 'amp', 'physic', 'world', 'mobil', 'link']",Google,Positive emotion
6066,"['rt', 'marissa', 'mayer', 'googl', 'connect', 'digit', 'amp', 'physic', 'world', 'mobil', 'link']",,No emotion toward brand or product
6067,"['rt', 'marissa', 'mayer', 'googl', 'connect', 'digit', 'amp', 'physic', 'world', 'mobil', 'link']",Google,Positive emotion
6068,"['rt', 'marissa', 'mayer', 'googl', 'connect', 'digit', 'amp', 'physic', 'world', 'mobil', 'link']",,No emotion toward brand or product
6069,"['rt', 'marissa', 'mayer', 'googl', 'connect', 'digit', 'amp', 'physic', 'world', 'mobil', 'link']",,No emotion toward brand or product
6070,"['rt', 'marissa', 'mayer', 'googl', 'connect', 'digit', 'amp', 'physic', 'world', 'mobil', 'link']",Google,Positive emotion
6071,"['rt', 'marissa', 'meyer', 'googl', 'new', 'concept', 'quotth', 'power', 'herequot', 'link']",,No emotion toward brand or product
6072,"['rt', 'mashabl', 'weekend', 'recap', '19', 'stori', 'may', 'miss', 'twitter', 'android', 'link']",,No emotion toward brand or product
6073,"['rt', 'mashup', 'mobil', 'contextu', 'inform', 'futur', 'marissa', 'mayer']",,No emotion toward brand or product
6074,"['rt', 'mayer', 'make', 'clear', 'googl', 'go', 'straight', 'foursquar', 'amp', 'gowalla', 'googl', 'hotpot']",,No emotion toward brand or product
6075,"['rt', 'mayer', '20', 'googl', 'search', 'local', 'inform', 'pr']",,No emotion toward brand or product
6076,"['rt', 'mayer', 'think', 'simplic', 'lot', 'googl', 'develop', 'product', 'jr']",,No emotion toward brand or product
6077,"['rt', 'rt', 'love', 'quotappl', 'come', 'cool', 'technolog', 'one', 'ever', 'heard', 'dont', 'go', 'conferencesquot']",Apple,Positive emotion
6078,"['rt', 'medium', 'circus', 'guy', 'walk', 'appl', 'popup', 'store', '1st', 'link']",,Positive emotion
6079,"['rt', 'medium', 'circus', 'guy', 'walk', 'appl', 'popup', 'store', '1st', 'austin', '6th', 'amp', 'congress', 'link']",,No emotion toward brand or product
6080,"['rt', 'meet', 'guy', 'bought', 'first', 'ipad', '2', 'appl', 'popup', 'store', 'link']",,No emotion toward brand or product
6081,"['rt', 'meetingwav', 'iphon', 'app', 'new', 'version', '15', 'link', 'submit', 'android', 'week', 'free', 'download', 'pleas', 'retweet']",,No emotion toward brand or product
6082,"['rt', 'melissa', 'mayer', 'googl', 'say', 'credit', 'card', 'compani', 'predict', 'divorc', '98', 'accuraci', 'base', 'spend', 'pattern', 'alon']",,No emotion toward brand or product
6083,"['rt', 'microsoft', 'launch', 'ie9', 'link', 'go', 'mayb', 'get', 'm', 'instal', 'ipad', 'p']",,No emotion toward brand or product
6084,"['rt', 'might', 'need', 'go', 'appl', 'today', 'think', 'quotsquot', 'quotxquot', 'quotwquot', 'key', 'worn']",,No emotion toward brand or product
6085,"['12', 'trillion', 'mile', 'driven', 'everi', 'year', 'use', 'map', 'day', 'save', 'user', '2', 'year', 'time', 'wast', 'traffic', 'jam']",,No emotion toward brand or product
6086,"['rt', 'million', 'dollar', 'save', 'one', 'compani', 'adopt', 'googl', 'doc', 'incentic', 'team']",Other Google product or service,Positive emotion
6087,"['rt', 'mindjet', 'go', 'celebr', 'give', 'away', 'ipad', '2', 'find', 'enter', 'link']",iPad,Positive emotion
6088,"['rt', 'ming', 'appl', 'tv', 'day', 'giveaway', 'regist', 'win', 'link']",,No emotion toward brand or product
6089,"['rt', 'miss', 'battell', 'interview', 'ipad', '2', 'ampsoci', 'medium', 'last', 'week', 'find', 'video', 'link']",,No emotion toward brand or product
6090,"['rt', 'month', 'valu', 'user', 'io', '950', 'android', '720', 'util', 'app', 'valuabl']",,No emotion toward brand or product
6091,"['rt', 'awesom', 'appl', 'open', 'temporari', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link']",Apple,Positive emotion
6092,"['rt', 'free', 'mp3', 'download', 'time', 'itun', 'link']",,No emotion toward brand or product
6093,"['rt', 'morn', 'everyon', 'ipad', '2', 'giveaway', 'close', 'v', 'short', 'need', 'sign', 'link', 'enter', 'go']",,No emotion toward brand or product
6094,"['rt', 'mr', 'heaven', 'aka', 'band', 'w', 'michael', 'cera', 'readi', 'rock', 'bat', 'bar', 'iphon', 'camera', 'de', 'rigeur']",iPhone,Positive emotion
6095,"['rt', 'mt', 'abl', 'attend', 'buy', 'ipad', 'today', 'consid', 'save', 'earthquak', 'relief', 'sayin']",,No emotion toward brand or product
6096,"['rt', 'must', 'see', 'app', 'quotbizzyquot', 'link']",,Positive emotion
6097,"['rt', 'confess', 'use', 'laptop', 'ipad', 'blackberri', 'follow', 'afar', 'see', 'rock']",,No emotion toward brand or product
6098,"['rt', 'confess', 'use', 'laptop', 'ipad', 'blackberri', 'follow', 'afar', 'see', 'rock']",,No emotion toward brand or product
6099,"['rt', '1st', 'articl', 'appl', 'spotifi', 'pandora', 'tech', 'invad', 'austin', 'sxswi', '2011', 'link']",,No emotion toward brand or product
6100,"['rt', 'biggest', 'mistak', 'sinc', 'south', 'southwest', 'last', 'year', 'writin', 'book', 'bout', 'iphon', 'photographi', 'instead', 'makin', 'photographi', 'iphon', 'app']",,I can't tell
6101,"['rt', 'exclus', 'appl', 'ipad', '2', 'review', 'still', 'better', 'rest', 'link']",iPad,Positive emotion
6102,"['rt', 'first', 'blog', 'post', 'grand', 'open', 'appl', 'popup', 'store', 'link']",,No emotion toward brand or product
6103,"['rt', 'inform', 'unscientif', 'observ', 'far', 'comput', 'choic', 'hand', 'link']",Apple,Positive emotion
6104,"['rt', 'inform', 'unscientif', 'observ', 'far', 'comput', 'choic', 'hand', 'contest']",Apple,Positive emotion
6105,"['rt', 'post', 'googleb', 'qa', 'websit', 'rank', 'link']",,No emotion toward brand or product
6106,"['rt', 'twitter', 'full', 'peopl', 'buy', 'ipad', '2', 'least', 'piti', 'parti', 'keep', 'busi', 'suppos']",,No emotion toward brand or product
6107,"['rt', 'mypov', 'winner', 'popup', 'appl', 'store', 'chevi', 'cruze', 'loser', 'investor', 'prop', 'frothi', 'startup', 'w', 'enterpris', 'strategi']",Apple,Positive emotion
6108,"['rt', 'ne', 'sapet', 'qualcosa', '���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'link']",,No emotion toward brand or product
6109,"['rt', 'need', 'late', 'night', 'snack', 'discov', 'fill', 'option', 'sxswi', 'recap', 'day', '3', 'link']",,No emotion toward brand or product
6110,"['rt', 'need', 'workspac', 'book', 'link']",iPad or iPhone App,Positive emotion
6111,"['rt', 'need', 'help', 'find', 'friend', 'meet', 'check', 'free', 'u', 'instal', 'save', 'kitten', 'jk', 'link']",,No emotion toward brand or product
6112,"['rt', 'new', 'app', 'store', 'includ', 'uberguid', 'sponsor', 'link']",,Positive emotion
6113,"['rt', 'new', 'rule', 'oo', 'ahe', 'new', 'ipad', 'get', 'big', 'deal', 'everybodi', 'one']",iPad,Negative emotion
6114,"['rt', 'new', '4', 'app', 'store', 'includ', 'uberguid', '2', 'sponsor', 'cont', 'link']",iPad or iPhone App,Positive emotion
6115,"['rt', 'new', 'app', 'store', 'includ', 'uberguid', 'sponsor', 'cont', 'link']",,No emotion toward brand or product
6116,"['rt', 'new', 'app', 'store', 'incld', 'uberguid', 'sponsor', 'link']",,No emotion toward brand or product
6117,"['rt', 'new', 'app', 'store', 'includ', 'uberguid', 'link']",iPad or iPhone App,Positive emotion
6118,"['rt', 'new', 'app', 'store', 'includ', 'uberguid', 'link', 'got']",,Positive emotion
6119,"['rt', 'new', 'app', 'store', 'includ', 'uberguid', 'sponsor', 'link']",,No emotion toward brand or product
6120,"['rt', 'new', 'app', 'store', 'includ', 'uberguid', 'sponsor', 'link']",,No emotion toward brand or product
6121,"['rt', 'new', 'app', 'store', 'includ', 'uberguid', 'sponsor', 'cont', 'link']",,No emotion toward brand or product
6122,"['rt', 'new', 'app', 'store', 'includ', 'uberguid', 'sponsor', 'link']",iPad or iPhone App,Positive emotion
6123,"['rt', 'new', 'app', 'store', 'includ', 'uberguid', 'sponsor', '�ۢ', 'joepiee']",,No emotion toward brand or product
6124,"['rt', 'new', 'includ', 'uberguid', 'sponsor', 'link', 'lt', 'v', 'nice', 'done']",iPad or iPhone App,Positive emotion
6125,"['rt', 'new', 'blog', 'watch', 'link']",,No emotion toward brand or product
6126,"['rt', 'new', 'googl', 'tool', 'measur', 'everyth', 'display', 'one', 'place', 'almost', 'make', 'cri', 'im', 'happi', 'thank']",Other Google product or service,Positive emotion
6127,"['rt', 'new', 'ipad', 'app', 'speech', 'therapi', 'communic', 'showcas', 'link']",iPad or iPhone App,Positive emotion
6128,"['rt', 'new', 'ipad', 'app', 'speech', 'therapi', 'communic', 'showcas', 'confer', 'link']",iPad or iPhone App,Positive emotion
6129,"['rt', 'new', 'iphon', 'autocorrect', 'alreadi', 'tri', 'chang', 'quotcoworkersquot', 'quotvisigothsquot', 'go', 'long', 'five', 'day']",iPhone,Negative emotion
6130,"['rt', 'new', 'mike', 'tyson', 'game', 'come', 'iphon', 'link']",iPad or iPhone App,Positive emotion
6131,"['rt', 'new', 'post', 'iphon', 'app', 'make', 'easi', 'connect', 'social', 'network', 'peopl', 'meet', 'link']",iPad or iPhone App,Positive emotion
6132,"['rt', 'new', 'post', '3', 'iphon', 'app', 'well', 'use', 'south', 'southwest', 'interact', 'link']",,No emotion toward brand or product
6133,"['rt', 'new', 'post', 'busi', 'card', 'dead', 'send', 'card', 'via', 'hashabl', 'link']",,No emotion toward brand or product
6134,"['rt', 'new', 'social', 'medium', 'tool', 'rt', 'googl', 'launch', 'major', 'new', 'social', 'network', 'quotcirclesquot', 'possibl', 'today', 'link']",,No emotion toward brand or product
6135,"['rt', 'new', 'social', 'network', 'may', 'debut', 'googl', 'circl', 'link', 'done', 'yet']",,Positive emotion
6136,"['rt', 'news', 'ipad', 'go', 'enterpris', 'say', 'first', 'look', 'new', '���view�\u06dd', 'app', 'link', 'tip']",iPad,Positive emotion
6137,"['rt', 'newspap', 'alway', 'chase', 'young', 'reader', 'young', 'develop', 'pack', 'panel', 'ipad', 'design', 'boomer']",,No emotion toward brand or product
6138,"['rt', 'next', 'head', 'design', 'ipad', 'app', 'babi', 'boomer', 'wish', 'app', 'dont', 'yet', 'tg']",,No emotion toward brand or product
6139,"['rt', 'next', 'year', 'im', 'go', 'set', 'bootleg', 'sidewalk', 'cart', 'austin', 'sell', 'macbook', 'power', 'adapt', 'iphon', 'cabl', 'oh', 'red', 'bull']",,No emotion toward brand or product
6140,"['rt', 'nice', 'told', 'use', 'brief', 'case', 'studi', 'ipad', 'design', 'paradigm', 'panel']",,Positive emotion
6141,"['rt', 'nieuw', 'regel', 'quotgoogl', 'tweetquot', 'new', 'quotthink', 'speakquot', 'mark', 'belinski', 'panel']",Google,Positive emotion
6142,"['rt', 'ning', 'amp', 'mobil', 'roadi', 'thrill', 'offer', 'unoffici', 'insid', 'guid', 'iphon', 'fun', 'austin', 'link']",,Positive emotion
6143,"['rt', 'stumbl', 'around', 'lost', 'stay', 'contact', 'group', 'app', 'link']",,No emotion toward brand or product
6144,"['rt', 'stumbl', 'around', 'lost', 'stay', 'contact', 'w', 'group', 'w', 'applic', 'link']",iPhone,Positive emotion
6145,"['rt', 'stumbl', 'around', 'lost', 'stay', 'contact', 'group', 'applic', 'link']",,No emotion toward brand or product
6146,"['rt', 'surpris', 'consumer', 'make', 'way', 'convers', 'cloud', 'adopt', 'appl', 'ui', 'influenc', 'enterpris']",,No emotion toward brand or product
6147,"['rt', 'umbrella', 'quotth', 'listquot', 'via', '���', 'set', '��', 'link', '��']",,No emotion toward brand or product
6148,"['rt', 'waymatt', 'frick', 'damon', 'googl', 'parti', 'maggi', 'mae', 'link']",Google,Positive emotion
6149,"['rt', 'fan', 'new', 'trend', 'audienc', 'share', 'opinion', 'via', 'hold', 'ipad', 'listen']",iPad,Negative emotion
6150,"['rt', 'rumor', 'appl', 'open', 'temporari', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link', 'hardcor']",,No emotion toward brand or product
6151,"['rt', 'rumor', 'appl', 'open', 'temporari', 'store', 'downtown', 'ipad', '2', 'launch', 'link']",,No emotion toward brand or product
6152,"['rt', 'rumor', 'appl', 'open', 'temp', 'store', 'austin', '2', 'launch', 'link', 'well', 'got', 'interest']",,No emotion toward brand or product
6153,"['rt', 'launch', 'product', 'plenti', 'els', 'link']",,No emotion toward brand or product
6154,"['rt', 'note', 'self', 'downsid', 'tweet', 'white', 'ipad', '2', 'expect', 'mock']",iPad,Negative emotion
6155,"['rt', 'note', 'self', 'never', 'tri', 'convinc', 'person', 'use', 'twitter', 'day', 'featur', 'amp', 'appl', 'product', 'releas']",,No emotion toward brand or product
6156,"['rt', 'notetak', 'bingo', 'pull', 'ipad', '2', 'moleskin']",,No emotion toward brand or product
6157,"['rt', 'noth', 'say', 'douch', 'cake', 'like', 'walk', 'around', 'ipad', 'like', 'iphon']",iPad,Negative emotion
6158,"['rt', 'novelti', 'ipad', 'news', 'app', 'fade', 'fast', 'among', 'deleg', 'link']",iPad or iPhone App,Negative emotion
6159,"['rt', 'discuss', 'pubsubhubbub', 'link']",,No emotion toward brand or product
6160,"['rt', '200', 'line', 'appl', 'pop', 'store']",,No emotion toward brand or product
6161,"['rt', '150', 'million', 'mobil', 'googl', 'map', 'user']",Google,Positive emotion
6162,"['rt', 'nyt', 'app', 'ipad', 'quother', 'amaz', 'way', 'serv', 'readershipquot', 'quother', 'market', 'opportun', 'cant', 'ignorequot']",iPad or iPhone App,Positive emotion
6163,"['rt', 'cours', 'bing', 'result', 'good', 'googl']",,No emotion toward brand or product
6164,"['new', 'version', 'googl', 'map', 'mobil', 'pretti', 'amaz', 'vector', 'base', 'amp', 'fast']",Other Google product or service,Positive emotion
6165,"['rt', 'offer', 'ipad', 'promo', 'ninjafind', 'user', 'fan', 'suck']",,Positive emotion
6166,"['rt', 'offici', 'app', '���sxsw', 'go�۪', 'link']",,No emotion toward brand or product
6167,"['rt', 'offici', 'app', '���sxsw', 'go�۪', 'bitlyhmiiga']",,I can't tell
6168,"['rt', 'offici', 'iphoneipadio', 'meetup', 'almost', 'employ', 'look', 'develop', 'link']",,No emotion toward brand or product
6169,"['rt', 'oh', 'iphon', 'app', 'submit', 'store', 'smart', 'upload', 'continu', 'left', 'servic', 'drop']",,No emotion toward brand or product
6170,"['rt', 'oh', 'texa', 'social', 'medium', 'award', 'dont', 'need', 'ask', 'mother', 'anymor', 'googl']",,No emotion toward brand or product
6171,"['rt', 'oh', 'god', 'rt', 'rumor', 'appl', 'open', 'temp', 'store', 'austin', 'ampipad', '2', 'launch', 'link']",Apple,Positive emotion
6172,"['rt', 'oh', 'god', 'rt', 'rumor', 'appl', 'open', 'temporari', 'store', 'downtown', 'austin', 'ampipad', '2', 'launch', 'link']",Apple,Positive emotion
6173,"['rt', 'oh', 'quotlik', 'cant', 'believ', 'ive', 'three', 'boyfriend', 'sinc', 'first', 'ipad', 'quot']",,Positive emotion
6174,"['rt', 'ok', 'googl', 'circl', 'offici', 'go', 'launch', 'denial', 'exist']",,No emotion toward brand or product
6175,"['rt', 'ok', 'come', 'build', 'custom', 'map', 'googl', 'map', 'night', 'organ', 'parti', 'itinerari']",,No emotion toward brand or product
6176,"['rt', 'oki', 'seen', 'two', 'impress', 'line', 'sinc', 'im', 'one', 'appl', 'store', 'yesterday', 'amp', 'parti', 'cc']",,No emotion toward brand or product
6177,"['rt', 'averag', 'googl', 'map', 'see', '40', 'user', 'come', 'mobil', 'devic', 'becom', 'connect', 'dk']",Other Google product or service,Positive emotion
6178,"['rt', 'second', 'day', 'busi', 'appl', 'popup', 'store', 'appear', 'trend', 'appl', 'store', 'sxsw', 'pic', 'link']",Apple,Positive emotion
6179,"['rt', 'earli', 'get', 'iphon', 'app', 'share', 'photo', 'airport', 'peopl', 'like', 'peopl', 'walmart', 'airport']",iPad or iPhone App,Positive emotion
6180,"['person', 'plane', 'without', 'ipad', 'ii']",,No emotion toward brand or product
6181,"['rt', 'one', 'minut', 'ago', 'guy', 'spoke', 'outsid', 'appl', 'popup', 'austin', 'store', 'would', 'got', 'hand', 'ipad', '2', 'wait', 'sinc', '630am']",,No emotion toward brand or product
6182,"['rt', 'one', 'time', 'feel', 'android', 'develop', 'meetup', 'saturday', '1230pm', 'sat', 'hilton', '615ab', 'welcom', 'rt', 'might']",,No emotion toward brand or product
6183,"['rt', 'one', 'fav', 'photo', 'far', 'amp', 'link']",,No emotion toward brand or product
6184,"['rt', 'one', 'fav', 'photo', 'far', 'amp', 'plixicomp83881586']",,No emotion toward brand or product
6185,"['rt', 'mention', 'guy', 'kawasaki', 'delight', 'like', 'appl', 'drumrol', 'congrat']",Apple,Positive emotion
6186,"['rt', 'quotmi', 'iphon', 'tell', 'know', 'mean']",iPhone,Positive emotion
6187,"['rt', 'ooooo', 'rumor', 'open', 'temporari', 'store', 'link']",Apple,Positive emotion
6188,"['rt', 'oooorkut', 'rt', 'rt', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link']",,No emotion toward brand or product
6189,"['rt', 'ami', 'sampler', 'live', 'time', 'check', 'link']",,No emotion toward brand or product
6190,"['rt', 'app', 'huge', 'prop', 'amp', 'get', 'link']",Android App,Positive emotion
6191,"['rt', 'ipad', '2', 'giveaway', 'close', 'today', 'need', 'sign', 'link', 'enter', 'automat', 'pls', 'rt']",,No emotion toward brand or product
6192,"['2rd', 'stop', 'excel', 'meat', 'adventur', 'citymarket', 'lull', 'good', 'smitti', 'link']",,No emotion toward brand or product
6193,"['rt', 'nfb', 'film', 'app', 'android', 'avail', 'download', 'link', 'link', 'time']",,No emotion toward brand or product
6194,"['rt', 'updat', 'iphon', 'app', 'song', 'info', 'select', 'stream', 'incl', '247', 'amp', 'live', 'video', 'stream', 'time', 'link']",iPad or iPhone App,Positive emotion
6195,"['rt', 'room', '50', 'peopl', '1', 'person', 'make', 'access', 'appsand', 'work', 'googl', 'android']",,No emotion toward brand or product
6196,"['rt', '100', 'line', 'appl', 'popup', 'store', 'everyon', 'wait', 'ipad', 'first', 'guy', 'arriv', '630am', '36', 'degre', 'badg', 'everywher']",,No emotion toward brand or product
6197,"['rt', '300', 'peopl', 'line', 'appl', 'store', 'downtown', 'austin']",Apple,Positive emotion
6198,"['rt', '40', 'use', 'googl', 'map', 'mobil', 'marissa', 'mayer', 'lt', 'use', 'time']",Google,Positive emotion
6199,"['rt', 'overheard', 'quotgoogl', 'doesnt', 'launch', 'product', 'peopl', 'eventsquot']",,No emotion toward brand or product
6200,"['rt', 'p', 'googl', 'throw', 'btchin', 'parti', 'shout', 'spazmat']",Google,Positive emotion
6201,"['rt', 'pack', 'housego', 'lynn', 'design', 'ipad', 'interfac', 'new', 'navig', 'schema', 'link']",,No emotion toward brand or product
6202,"['rt', 'panel', 'call', 'guy', 'canadian', 'featur', 'ceo', 'hootsuit', 'kiip', 'syncaps', 'link']",,No emotion toward brand or product
6203,"['rt', 'panel', 'got', 'head', 'ipad', 'say', 'quotlink', 'loud']",iPad,Positive emotion
6204,"['rt', 'papa', 'sangr', 'immers', 'audio', 'game', 'iphon', 'free', 'today', 'high', 'recommend']",iPad or iPhone App,Positive emotion
6205,"['rt', 'part', 'journalsim', 'support', 'democraci', 'yes', 'inform', 'popul', 'yes', 'ipad', 'focus', 'support']",,Negative emotion
6206,"['rt', 'parti', 'lustr', 'pearl', 'link']",Android,Positive emotion
6207,"['rt', 'peopl', 'session', 'take', 'photo', 'ipad', '2', 'air']",,No emotion toward brand or product
6208,"['rt', 'per', 'rumor', 'googl', 'may', 'preview', 'big', 'social', 'strategi', '80stheme', 'costum', 'parti', 'yep', 'link']",,No emotion toward brand or product
6209,"['rt', 'per', 'rumor', 'googl', 'may', 'preview', 'big', 'social', 'strategi', '80stheme', 'costum', 'parti', 'yep', 'link']",Google,Positive emotion
6210,"['rt', 'per', 'rumor', 'googl', 'may', 'preview', 'big', 'social', 'strategi', '80stheme', 'costum', 'parti', 'yep', 'link']",,No emotion toward brand or product
6211,"['rt', 'per', 'rumor', 'googl', 'may', 'preview', 'big', 'social', 'strategi', '80stheme', 'costum', 'parti', 'yep', 'link']",,No emotion toward brand or product
6212,"['rt', 'perfect', 'iphon', 'app', 'home', 'screen', 'organ', 'link', 'like']",iPad or iPhone App,Positive emotion
6213,"['rt', 'photo', 'i�۪m', 'spend', 'sat', 'night', 'chat', 'husband', 'skype', 'iphon', 'coffe', 'link']",,No emotion toward brand or product
6214,"['rt', 'pic', 'ipadwin', 'perform', 'link']",iPad,Positive emotion
6215,"['rt', 'platform', 'concertgo', 'launch', 'android', 'app', 'time', 'sxsw', 'link']",,No emotion toward brand or product
6216,"['rt', 'play', 'fave', 'new', 'iphon', 'app', 'wow', 'rock', 'next', 'week']",iPad or iPhone App,Positive emotion
6217,"['rt', 'poor', 'austin', 'rt', 'ipad', '2', 'launch', 'coincid', 'fri', 'afternoon', 'appl', 'store', 'employe', 'austin', 'may', 'begin', 'weep']",iPad,Positive emotion
6218,"['rt', 'popup', 'appl', 'store', 'sell', 'ipad2', 'line', 'insan', 'link']",,No emotion toward brand or product
6219,"['rt', 'post', 'sxswi', '2011', 'day', '1', 'link', 'surpris', 'run', 'two', 'bpm', 'folk', 'popup', 'appl', 'store']",,No emotion toward brand or product
6220,"['rt', 'post', 'sxswi', '2011', 'day', '1', 'link', 'surpris', 'run', '2', 'bpm', 'folk', 'amp', 'popup', 'appl', 'store']",,No emotion toward brand or product
6221,"['rt', 'preorder', 'humor', 'bee', 'lp', 'catch', 'month', 'link']",,No emotion toward brand or product
6222,"['rt', 'prepar', 'talk', 'doodl', 'fun', 'friday', '5pm', 'link']",Other Google product or service,Positive emotion
6223,"['rt', 'present', 'zinio', 'onlin', 'link']",,No emotion toward brand or product
